DateTime,Temperature
2018-10-10 17:16:21Z,20.6
2018-10-10 17:16:34Z,20.6
2018-10-10 17:16:35Z,20.6
2018-10-10 17:16:36Z,20.6
2018-10-10 17:16:36Z,20.6
2018-10-10 17:19:21Z,20.5
2018-10-10 17:19:26Z,20.5
2018-10-10 17:19:31Z,20.5
2018-10-10 17:19:37Z,20.5
2018-10-10 17:19:42Z,20.5
2018-10-10 17:19:47Z,20.5
